date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:33:42	986/986	---M--	200	added ('OK')	image/png	etag:%223da-57465580c217a%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/lupe.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/lupe.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/megafolio-settings.css?ver=2)
17:33:43	1851/1851	---M--	200	added ('OK')	image/jpeg	etag:%2273b-57465580ca57d%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/exp-side-bg.jpg	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/exp-side-bg.jpg	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/style.css?ver=13.0)
17:33:43	1383/1383	---M--	200	added ('OK')	image/jpeg	etag:%22567-574655809f7b9%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/timeline-divider.jpg	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/timeline-divider.jpg	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/style.css?ver=13.0)
17:33:44	3893/3893	---M--	200	added ('OK')	image/png	etag:%22f35-57465580c9f8a%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/connect-monitor.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/connect-monitor.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/style.css?ver=13.0)
17:33:45	1417/1417	---M--	200	added ('OK')	image/png	etag:%22589-574655809a61e%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/tweet_arrow.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/tweet_arrow.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/style.css?ver=13.0)
17:33:46	21167/21167	---M--	200	added ('OK')	image/png	etag:%2252af-57465580a322f%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/social-link.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/social-link.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/style.css?ver=13.0)
17:33:46	1733/1733	---M--	200	added ('OK')	image/png	etag:%226c5-57465580c931f%22	http://supriyamakude.com/wp-content/themes/resumiwp/img/draggable-arrow.png	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/img/draggable-arrow.png	(from http://supriyamakude.com/wp-content/themes/resumiwp/css/style.css?ver=13.0)
17:33:47	5199/5199	---M--	200	added ('OK')	image/gif	etag:%22144f-5716d97336b8c%22	http://supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/images/spinner.gif	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/images/spinner.gif	(from http://supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/css/gem.min.css?ver=1.2.0)
17:33:49	23977/23977	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Dec%202018%2012:03:49%20GMT	http://supriyamakude.com/hello-world/	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/hello-world/index.html	(from http://supriyamakude.com/?p=1)
17:33:55	9573/9573	---M--	200	added ('OK')	image/gif	etag:%222565-5716d973378ce%22	http://supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/images/spinner-2x.gif	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/images/spinner-2x.gif	(from http://supriyamakude.com/wp-content/plugins/godaddy-email-marketing-sign-up-forms/css/gem.min.css?ver=1.2.0)
17:33:56	19152/19152	---M-Z	200	added ('OK')	text/css	etag:%224ad0-5746558014112-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/css/blog.min.css?ver=2.0	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/css/blog.mind5f7.css	(from http://supriyamakude.com/hello-world/)
17:33:56	1441/1441	---M--	200	added ('OK')	application/rss+xml	etag:%22dc99e98fa7b0ce8373c7f12427a89dbc%22	http://supriyamakude.com/hello-world/feed/	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/hello-world/feed/index.html	(from http://supriyamakude.com/hello-world/)
17:33:57	2401/2401	---M--	200	added ('OK')	application/json	date:Sat,%2001%20Dec%202018%2012:03:57%20GMT	http://supriyamakude.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsupriyamakude.com%2Fhello-world%2F	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-json/oembed/1.0/embed84d1.json	(from http://supriyamakude.com/hello-world/)
17:33:58	2536/2536	---M-Z	200	added ('OK')	text/xml	date:Sat,%2001%20Dec%202018%2012:03:58%20GMT	http://supriyamakude.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsupriyamakude.com%2Fhello-world%2F&format=xml	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-json/oembed/1.0/embed1bd6	(from http://supriyamakude.com/hello-world/)
17:33:59	1111/1111	---M-Z	200	added ('OK')	application/javascript	etag:%22457-5746558036d1b-gzip%22	http://supriyamakude.com/wp-content/themes/resumiwp/js/blog-init.min.js?ver=2	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-content/themes/resumiwp/js/blog-init.min77ae.js	(from http://supriyamakude.com/hello-world/)
17:33:59	18857/18857	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Dec%202018%2012:03:59%20GMT	http://supriyamakude.com/2018/07/	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/2018/07/index.html	(from http://supriyamakude.com/hello-world/)
17:34:00	1078/1078	---M-Z	200	added ('OK')	application/javascript	etag:%22436-524d577143400-gzip%22	http://supriyamakude.com/wp-includes/js/comment-reply.min.js?ver=4.9.8	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/wp-includes/js/comment-reply.min5010.js	(from http://supriyamakude.com/hello-world/)
17:34:00	23977/23977	---M-Z	200	added ('OK')	text/html	date:Sat,%2001%20Dec%202018%2012:03:59%20GMT	http://supriyamakude.com/hello-world/?replytocom=1	C:/My%20Web%20Sites/Portfolio/supriyamakude.com/hello-world/index6809.html	(from http://supriyamakude.com/hello-world/)
